id_producto,total_venta,total_costo,utilidad,margen
OFF-LA-10001831,140.4,140.4,0.0,0.0
OFF-LA-10001833,201.42,111.24,90.18,0.4477
OFF-LA-10001839,65.6,71.52,-5.92,0.0024
OFF-LA-10001865,15.06,13.14,1.92,0.1275
OFF-LA-10001867,85.58,75.46,10.12,0.1183
OFF-LA-10001873,17.28,20.52,-3.24,-0.1875
OFF-LA-10001915,211.14,114.48,96.66,0.4578
OFF-LA-10001924,27.36,18.9,8.46,0.3092
OFF-LA-10001930,47.33,43.74,3.59,0.057
OFF-LA-10001934,109.65,58.11,51.54,0.47
OFF-LA-10001942,236.5,201.28,35.22,0.1446
OFF-LA-10001982,71.25,39.0,32.25,0.428
OFF-LA-10002015,52.7,33.9,18.8,0.3373
OFF-LA-10002020,276.82,286.23,-9.41,-0.1176
OFF-LA-10002029,169.2,148.8,20.4,0.0922
OFF-LA-10002034,88.38,45.07,43.31,0.49
OFF-LA-10002037,83.23,78.6,4.63,0.1438
OFF-LA-10002043,159.39,86.11,73.28,0.454
OFF-LA-10002063,145.7,116.56,29.14,0.2
OFF-LA-10002068,333.96,248.88,85.08,0.2046
OFF-LA-10002086,108.19,94.2,13.99,0.021
OFF-LA-10002088,76.93,53.28,23.65,0.2061
OFF-LA-10002107,223.13,161.82,61.31,0.2879
OFF-LA-10002123,96.1,65.07,31.03,0.3134
OFF-LA-10002139,341.74,341.7,0.04,-0.0257
OFF-LA-10002159,85.2,81.12,4.08,0.0479
OFF-LA-10002180,278.52,207.0,71.52,0.1991
OFF-LA-10002183,108.39,118.0,-9.61,-0.1365
OFF-LA-10002195,91.17,48.05,43.12,0.454
OFF-LA-10002199,103.4,72.8,30.6,0.2121
OFF-LA-10002225,164.64,85.68,78.96,0.4796
OFF-LA-10002258,66.9,54.4,12.5,0.1475
OFF-LA-10002271,48.05,25.63,22.42,0.454
OFF-LA-10002272,202.54,216.27,-13.73,-0.1832
OFF-LA-10002289,206.44,253.8,-47.36,-0.1586
OFF-LA-10002295,200.16,113.1,87.06,0.4067
OFF-LA-10002312,177.6,96.2,81.4,0.45
OFF-LA-10002319,87.36,82.29,5.07,0.1293
OFF-LA-10002323,104.28,102.0,2.28,0.0675
OFF-LA-10002324,117.6,116.76,0.84,0.0071
OFF-LA-10002325,65.34,39.96,25.38,0.3884
OFF-LA-10002334,430.34,338.42,91.92,0.1766
OFF-LA-10002337,24.0,13.2,10.8,0.45
OFF-LA-10002353,109.5,102.6,6.9,-0.0411
OFF-LA-10002354,167.38,135.2,32.18,0.1029
OFF-LA-10002364,349.3,268.29,81.01,0.065
OFF-LA-10002368,16.7,9.87,6.84,0.415
OFF-LA-10002381,24.02,12.81,11.21,0.415
OFF-LA-10002389,53.87,40.04,13.83,0.3333
OFF-LA-10002401,137.46,94.76,42.7,0.3409
OFF-LA-10002465,166.4,169.56,-3.16,-0.1429
OFF-LA-10002469,142.1,125.12,16.98,0.0981
OFF-LA-10002473,9.22,5.88,3.34,0.3625
OFF-LA-10002475,121.35,69.74,51.61,0.4258
OFF-LA-10002486,155.0,114.0,41.0,0.2652
OFF-LA-10002490,45.36,44.94,0.42,0.0093
OFF-LA-10002493,157.76,160.65,-2.89,-0.2602
OFF-LA-10002523,43.34,53.55,-10.21,-0.2355
OFF-LA-10002544,120.77,112.32,8.45,-0.018
OFF-LA-10002559,34.8,18.84,15.96,0.4586
OFF-LA-10002575,247.04,386.4,-139.36,-0.6014
OFF-LA-10002596,118.12,87.48,30.64,0.264
OFF-LA-10002598,82.72,84.76,-2.04,-0.0685
OFF-LA-10002609,206.26,184.8,21.46,0.0015
OFF-LA-10002625,60.45,43.68,16.77,0.2774
OFF-LA-10002630,258.19,276.21,-18.02,-0.2246
OFF-LA-10002633,219.93,258.72,-38.79,-0.3059
OFF-LA-10002635,65.26,35.36,29.9,0.4582
OFF-LA-10002650,148.58,100.5,48.08,0.2592
OFF-LA-10002651,60.46,57.57,2.89,0.1281
OFF-LA-10002673,54.0,28.08,25.92,0.48
OFF-LA-10002674,359.76,385.02,-25.26,-0.1871
OFF-LA-10002681,57.04,51.48,5.56,0.0315
OFF-LA-10002688,5.23,8.52,-3.29,-0.6284
OFF-LA-10002703,202.02,137.94,64.08,0.3231
OFF-LA-10002731,71.55,69.44,2.11,0.1189
OFF-LA-10002733,217.89,194.88,23.01,0.0143
OFF-LA-10002741,161.7,141.27,20.43,0.1339
OFF-LA-10002744,15.38,10.89,4.49,0.1146
OFF-LA-10002752,195.33,158.61,36.72,0.188
OFF-LA-10002762,639.03,338.69,300.34,0.47
OFF-LA-10002765,186.47,187.2,-0.73,-0.0866
OFF-LA-10002770,12.38,17.76,-5.38,-0.4341
OFF-LA-10002782,64.53,45.44,19.09,0.2618
OFF-LA-10002787,89.25,46.8,42.45,0.4583
OFF-LA-10002805,63.15,61.95,1.2,0.019
OFF-LA-10002806,461.51,267.72,193.79,0.3952
OFF-LA-10002821,67.34,58.6,8.74,0.1365
OFF-LA-10002827,37.2,18.72,18.48,0.4968
OFF-LA-10002848,111.26,87.12,24.14,0.1845
OFF-LA-10002851,45.0,27.0,18.0,0.4
OFF-LA-10002868,99.86,94.4,5.46,-0.0207
OFF-LA-10002875,195.36,135.3,60.06,0.3074
OFF-LA-10002876,50.46,35.07,15.39,0.2378
OFF-LA-10002883,56.32,50.0,6.32,-0.0259
OFF-LA-10002895,172.37,175.24,-2.87,-0.0614
OFF-LA-10002900,8.55,14.88,-6.33,-0.7404
OFF-LA-10002927,117.92,103.74,14.18,0.0568
OFF-LA-10002939,247.55,221.25,26.3,0.0114
OFF-LA-10002943,48.45,27.75,20.7,0.4272
OFF-LA-10002945,153.72,98.66,55.06,0.37
OFF-LA-10002964,254.78,241.02,13.76,0.0613
OFF-LA-10002972,98.94,73.72,25.22,0.2043
OFF-LA-10002974,123.17,88.2,34.97,0.3191
OFF-LA-10002980,66.18,83.04,-16.86,-0.3292
OFF-LA-10002992,204.61,244.5,-39.89,-0.2867
OFF-LA-10002995,103.68,56.16,47.52,0.4583
OFF-LA-10002996,107.4,86.1,21.3,0.1983
OFF-LA-10003057,17.7,15.6,2.1,0.1186
OFF-LA-10003058,41.85,39.0,2.85,0.0681
OFF-LA-10003077,58.48,30.99,27.49,0.47
OFF-LA-10003084,241.38,162.0,79.38,0.3289
OFF-LA-10003090,49.72,69.3,-19.58,-0.4253
OFF-LA-10003119,31.68,36.0,-4.32,-0.1364
OFF-LA-10003121,66.08,37.91,28.17,0.415
OFF-LA-10003132,178.87,133.89,44.98,0.2249
OFF-LA-10003140,105.12,67.68,37.44,0.3562
OFF-LA-10003141,413.19,267.9,145.29,0.307
OFF-LA-10003148,95.76,54.43,41.33,0.433
OFF-LA-10003155,7.52,6.66,0.86,0.1148
OFF-LA-10003190,78.34,44.06,34.27,0.4192
OFF-LA-10003210,421.41,293.82,127.59,0.3001
OFF-LA-10003215,49.82,62.37,-12.55,-0.2528
OFF-LA-10003217,190.92,220.5,-29.58,-0.3905
OFF-LA-10003223,87.4,47.58,39.82,0.4475
OFF-LA-10003231,14.4,13.44,0.96,-0.05
OFF-LA-10003233,237.6,205.92,31.68,0.0521
OFF-LA-10003236,91.11,90.9,0.21,-0.1174
OFF-LA-10003271,201.28,199.92,1.36,0.0068
OFF-LA-10003273,139.75,172.89,-33.14,-0.1296
OFF-LA-10003278,113.7,72.9,40.8,0.3588
OFF-LA-10003283,450.9,355.62,95.28,0.2084
OFF-LA-10003285,116.35,130.0,-13.65,-0.1392
OFF-LA-10003290,72.96,47.04,25.92,0.3553
OFF-LA-10003295,248.04,146.28,101.76,0.3333
OFF-LA-10003297,22.26,14.28,7.98,0.3585
OFF-LA-10003327,89.94,80.64,9.3,0.083
OFF-LA-10003337,252.03,226.2,25.83,0.0617
OFF-LA-10003338,364.47,278.34,86.13,0.1968
OFF-LA-10003372,53.76,49.8,3.96,0.1231
OFF-LA-10003376,33.37,50.76,-17.39,-0.521
OFF-LA-10003379,147.73,186.3,-38.57,-0.3519
OFF-LA-10003381,425.97,340.8,85.17,0.1121
OFF-LA-10003388,5.76,2.94,2.82,0.49
OFF-LA-10003390,109.44,85.68,23.76,0.2171
OFF-LA-10003396,527.48,477.48,50.0,0.0212
OFF-LA-10003422,173.32,112.0,61.32,0.3618
OFF-LA-10003435,246.27,193.8,52.47,0.2166
OFF-LA-10003437,220.33,115.56,104.77,0.4675
OFF-LA-10003444,87.36,57.84,29.52,0.3379
OFF-LA-10003459,64.44,63.18,1.26,0.0196
OFF-LA-10003487,63.4,49.68,13.72,0.2744
OFF-LA-10003498,266.4,133.2,133.2,0.5
OFF-LA-10003503,93.6,75.48,18.12,0.0442
OFF-LA-10003505,263.77,256.62,7.15,0.0213
OFF-LA-10003510,1233.41,708.91,524.51,0.3986
OFF-LA-10003511,75.6,63.0,12.6,0.1667
OFF-LA-10003515,99.36,62.64,36.72,0.3696
OFF-LA-10003537,62.65,33.2,29.45,0.47
OFF-LA-10003551,102.14,72.96,29.18,0.3333
OFF-LA-10003583,84.28,63.28,21.0,0.2492
OFF-LA-10003591,201.24,149.94,51.3,0.1928
OFF-LA-10003594,75.07,69.6,5.47,-0.1728
OFF-LA-10003610,263.89,207.06,56.83,0.1958
OFF-LA-10003617,94.23,76.95,17.28,0.1614
OFF-LA-10003627,63.47,55.08,8.39,0.1394
OFF-LA-10003644,267.29,221.4,45.89,0.1694
OFF-LA-10003663,35.26,19.91,15.35,0.4258
OFF-LA-10003674,64.08,43.02,21.06,0.3287
OFF-LA-10003678,91.3,105.75,-14.45,-0.3098
OFF-LA-10003699,151.87,172.53,-20.66,-0.1729
OFF-LA-10003714,21.75,13.65,8.1,0.3933
OFF-LA-10003717,57.46,67.4,-9.94,-0.1739
OFF-LA-10003720,84.87,48.89,35.98,0.4321
OFF-LA-10003766,110.25,57.33,52.92,0.48
OFF-LA-10003778,40.35,30.0,10.35,0.2565
OFF-LA-10003795,69.22,55.44,13.78,0.2083
OFF-LA-10003807,89.54,91.98,-2.44,-0.0599
OFF-LA-10003809,182.88,161.4,21.48,0.1283
OFF-LA-10003820,103.2,79.5,23.7,0.2297
OFF-LA-10003821,12.19,18.64,-6.45,-0.5289
OFF-LA-10003827,191.52,124.74,66.78,0.3487
OFF-LA-10003848,33.28,63.42,-30.14,-0.9054
OFF-LA-10003851,49.0,24.5,24.5,0.5
OFF-LA-10003898,8.21,17.7,-9.49,-1.1564
OFF-LA-10003923,518.0,273.8,244.2,0.4583
OFF-LA-10003929,10.04,14.94,-4.9,-0.4875
OFF-LA-10003930,3322.88,1804.97,1517.91,0.4581
OFF-LA-10003955,300.29,310.4,-10.11,-0.0302
OFF-LA-10003967,54.75,42.75,12.0,0.2192
OFF-LA-10003969,94.23,62.37,31.86,0.3381
OFF-LA-10003971,167.67,141.75,25.92,0.1208
OFF-LA-10003973,273.77,281.52,-7.75,-0.095
OFF-LA-10003982,36.96,21.12,15.84,0.4286
OFF-LA-10004007,248.4,213.9,34.5,0.1389
OFF-LA-10004008,24.19,15.55,8.64,0.3925
OFF-LA-10004020,92.4,105.6,-13.2,-0.3333
OFF-LA-10004034,159.42,142.12,17.3,0.0351
OFF-LA-10004050,96.08,83.4,12.68,0.1319
OFF-LA-10004055,14.73,7.51,7.22,0.49
OFF-LA-10004058,348.75,341.88,6.87,-0.1293
OFF-LA-10004062,102.09,66.6,35.49,0.2964
OFF-LA-10004093,168.13,92.98,75.15,0.4406
OFF-LA-10004094,44.52,36.6,7.92,0.1779
OFF-LA-10004108,30.12,29.52,0.6,0.0199
OFF-LA-10004112,67.14,61.8,5.34,0.0795
OFF-LA-10004114,188.54,171.72,16.82,0.0968
OFF-LA-10004122,212.64,185.64,27.0,-0.0271
OFF-LA-10004132,128.7,74.7,54.0,0.4196
OFF-LA-10004137,39.42,46.8,-7.38,-0.1872
OFF-LA-10004148,119.58,65.13,54.45,0.4445
OFF-LA-10004164,116.58,92.68,23.9,0.0996
OFF-LA-10004166,18.77,26.76,-7.99,-0.4258
OFF-LA-10004178,45.43,26.76,18.67,0.37
OFF-LA-10004181,12.3,7.26,5.04,0.4098
OFF-LA-10004182,61.6,32.76,28.84,0.4682
OFF-LA-10004234,31.43,44.1,-12.67,-0.4262
OFF-LA-10004239,86.14,85.44,0.7,-0.0058
OFF-LA-10004272,11.56,6.13,5.43,0.47
OFF-LA-10004280,173.4,104.55,68.85,0.3972
OFF-LA-10004285,204.24,198.36,5.88,0.0177
OFF-LA-10004312,65.66,86.4,-20.74,-0.3056
OFF-LA-10004318,104.24,121.38,-17.14,-0.2667
OFF-LA-10004320,29.76,25.36,4.4,0.1478
OFF-LA-10004332,135.3,108.24,27.06,0.2
OFF-LA-10004345,55.97,32.55,23.42,0.4262
OFF-LA-10004370,190.08,124.08,66.0,0.3472
OFF-LA-10004398,236.94,252.6,-15.66,-0.1996
OFF-LA-10004400,139.01,128.1,10.91,0.1107
OFF-LA-10004409,53.57,31.1,22.46,0.406
OFF-LA-10004411,57.06,54.36,2.7,0.0473
OFF-LA-10004425,53.75,32.17,21.59,0.417
OFF-LA-10004430,284.99,170.1,114.89,0.3413
OFF-LA-10004462,5.71,4.86,0.85,0.1483
OFF-LA-10004484,137.12,82.52,54.6,0.406
OFF-LA-10004487,45.12,37.08,8.04,0.1782
OFF-LA-10004488,234.26,222.0,12.26,-0.0899
OFF-LA-10004495,152.66,104.0,48.66,0.2944
OFF-LA-10004519,330.0,216.2,113.8,0.3614
OFF-LA-10004538,185.42,127.12,58.3,0.2966
OFF-LA-10004543,7.1,17.64,-10.54,-1.4831
OFF-LA-10004544,372.96,207.2,165.76,0.4286
OFF-LA-10004545,235.56,132.82,102.75,0.4435
OFF-LA-10004559,66.82,35.25,31.56,0.4688
OFF-LA-10004576,46.56,51.4,-4.84,-0.1187
OFF-LA-10004594,123.09,108.57,14.52,0.118
OFF-LA-10004614,74.65,75.6,-0.95,-0.1787
OFF-LA-10004623,171.46,162.0,9.46,0.0722
OFF-LA-10004648,209.76,132.48,77.28,0.3684
OFF-LA-10004677,26.57,17.6,8.97,0.3375
OFF-LA-10004689,84.39,49.01,35.37,0.417
OFF-LA-10004700,3.5,7.7,-4.2,-1.2025
OFF-LA-10004709,98.53,75.18,23.35,0.227
OFF-LA-10004714,4.95,8.19,-3.24,-0.6545
OFF-LA-10004727,146.88,144.78,2.1,-0.0583
OFF-LA-10004737,436.97,311.19,125.78,0.2163
OFF-LA-10004738,121.7,78.84,42.86,0.3561
OFF-LA-10004744,205.74,156.6,49.14,0.2388
OFF-LA-10004745,157.62,115.2,42.42,0.2569
OFF-LA-10004747,227.34,118.26,109.08,0.4798
OFF-LA-10004749,239.98,291.9,-51.92,-0.3139
OFF-LA-10004753,163.02,86.58,76.44,0.4689
OFF-LA-10004756,242.08,178.08,64.0,0.1546
OFF-LA-10004761,54.05,32.64,21.41,0.3973
OFF-LA-10004774,11.67,8.07,3.6,0.3085
OFF-LA-10004777,260.8,182.16,78.64,0.2927
OFF-LA-10004795,71.71,85.5,-13.79,-0.2557
OFF-LA-10004799,180.96,165.0,15.96,0.1188
OFF-LA-10004832,133.77,107.25,26.52,0.1983
OFF-LA-10004848,330.08,254.22,75.86,0.162
OFF-LA-10004853,83.66,51.09,32.57,0.3925
OFF-LA-10004859,74.77,61.11,13.66,0.1743
OFF-LA-10004877,56.88,51.3,5.58,0.0688
OFF-LA-10004894,172.77,117.42,55.35,0.2654
OFF-LA-10004916,68.76,42.66,26.1,0.3796
OFF-LA-10004918,80.29,112.86,-32.57,-0.4257
OFF-LA-10004919,320.08,315.18,4.9,-0.0967
OFF-LA-10004929,331.61,255.15,76.46,0.2271
OFF-LA-10004933,49.92,54.4,-4.48,-0.0655
OFF-LA-10004947,29.79,22.8,6.99,0.1599
OFF-LA-10004964,9.51,17.7,-8.19,-0.8612
OFF-LA-10004969,116.06,117.92,-1.86,-0.1207
OFF-LA-10004972,47.55,45.75,1.8,0.0379
OFF-NOV-10000092,53.8,55.44,-1.64,-0.1541
OFF-NOV-10000141,119.88,63.72,56.16,0.4685
OFF-NOV-10000512,113.52,60.39,53.13,0.468
OFF-NOV-10000721,8.25,6.69,1.56,0.1891
OFF-NOV-10000787,67.83,38.85,28.98,0.4272
OFF-NOV-10000808,34.19,30.3,3.89,-0.1626
OFF-NOV-10000986,11.68,24.6,-12.92,-1.3333
OFF-NOV-10001238,25.92,16.2,9.72,0.125
OFF-NOV-10001568,136.44,87.48,48.96,0.3588
OFF-NOV-10001753,21.92,17.4,4.52,-0.0159
OFF-NOV-10002258,41.16,33.0,8.16,0.1983
OFF-NOV-10002610,48.42,41.76,6.66,0.1375
OFF-NOV-10002952,72.73,46.62,26.11,0.3096
OFF-NOV-10003180,20.09,23.4,-3.31,-0.3978
OFF-NOV-10003401,48.96,32.88,16.08,0.3284
OFF-NOV-10003499,51.3,46.2,5.1,0.0994
OFF-NOV-10003578,49.68,37.8,11.88,0.2391
OFF-NOV-10003964,13.82,15.84,-2.02,-0.5617
OFF-NOV-10004048,66.25,75.6,-9.35,-0.5373
OFF-NOV-10004223,29.3,29.16,0.14,-0.4595
OFF-NOV-10004585,55.49,41.58,13.91,-0.1767
OFF-NOV-10004671,69.09,40.95,28.14,0.4073
OFF-NOV-10004680,129.56,98.4,31.16,0.1785
OFF-NOV-10004968,38.85,38.85,0.0,0.0
OFF-OIC-10000121,55.44,42.24,13.2,0.2381
OFF-OIC-10000189,99.45,54.75,44.7,0.4495
OFF-OIC-10000492,96.08,67.92,28.16,-0.046
OFF-OIC-10000855,85.14,68.22,16.92,0.1987
OFF-OIC-10000988,51.57,32.04,19.53,0.3787
OFF-OIC-10001056,234.24,153.6,80.64,-0.0333
OFF-OIC-10001155,184.7,103.32,81.38,0.3181
OFF-OIC-10001477,68.59,70.74,-2.15,-1.0208
OFF-OIC-10001921,61.99,77.28,-15.29,-0.4603
OFF-OIC-10002160,54.45,34.32,20.13,0.0756
OFF-OIC-10002161,123.6,99.0,24.6,0.199
OFF-OIC-10002266,28.0,41.04,-13.04,-1.4345
OFF-OIC-10002625,81.0,48.6,32.4,0.4
OFF-OIC-10003028,34.02,17.73,16.29,0.4788
OFF-OIC-10003366,144.4,94.92,49.48,-0.2818
OFF-OIC-10003518,110.35,89.1,21.25,-0.0
OFF-OIC-10003879,130.48,79.2,51.28,-0.085
OFF-OIC-10003978,24.61,21.84,2.77,-0.087
OFF-OIC-10004253,39.26,50.4,-11.14,-0.5009
OFF-OIC-10004255,23.76,17.82,5.94,0.25
OFF-OIC-10004536,177.41,110.88,66.53,0.1729
OFF-OIC-10004622,5.63,8.88,-3.25,-0.5778
OFF-OIC-10004810,43.65,32.31,11.34,0.2598
OFF-OIC-10004999,36.07,27.09,8.98,-0.0514
OFF-PA-10000007,51.12,29.16,21.96,0.415
OFF-PA-10000019,209.95,121.31,88.65,0.4312
OFF-PA-10000026,512.93,485.64,27.29,-0.0713
OFF-PA-10000029,95.9,57.28,38.62,0.415
OFF-PA-10000030,147.05,99.45,47.6,0.2697
OFF-PA-10000032,720.37,506.92,213.45,0.2584
OFF-PA-10000034,1066.74,960.48,106.26,0.0996
OFF-PA-10000036,95.0,109.34,-14.34,-0.1509
OFF-PA-10000048,61.01,76.72,-15.71,-0.0958
OFF-PA-10000061,150.34,80.87,69.47,0.4475
OFF-PA-10000062,857.38,476.5,380.87,0.4645
OFF-PA-10000069,102.49,65.39,37.11,0.3817
OFF-PA-10000070,277.57,234.0,43.57,-0.0201
OFF-PA-10000081,218.46,183.7,34.76,0.1591
OFF-PA-10000091,135.8,84.2,51.6,0.38
OFF-PA-10000098,156.6,136.35,20.25,0.1293
OFF-PA-10000100,1696.99,940.72,756.27,0.4581
OFF-PA-10000108,169.34,90.22,79.12,0.4167
OFF-PA-10000116,158.06,157.5,0.56,-0.0379
OFF-PA-10000127,766.29,525.78,240.51,0.2865
OFF-PA-10000130,57.35,37.66,19.69,0.3469
OFF-PA-10000141,27.47,16.18,11.29,0.4038
OFF-PA-10000143,144.67,79.62,65.05,0.4367
OFF-PA-10000157,767.23,412.99,354.25,0.4568
OFF-PA-10000167,489.48,306.7,182.78,0.3813
OFF-PA-10000174,152.14,98.07,54.07,0.3596
OFF-PA-10000176,512.19,295.93,216.26,0.415
OFF-PA-10000194,161.18,233.1,-71.92,-0.3727
OFF-PA-10000206,28.44,36.54,-8.1,-0.2848
OFF-PA-10000210,99.9,52.95,46.95,0.47
OFF-PA-10000213,75.7,42.23,33.47,0.4258
OFF-PA-10000215,369.62,363.66,5.96,0.027
OFF-PA-10000223,84.24,47.17,37.07,0.428
OFF-PA-10000232,69.98,39.66,30.33,0.439
OFF-PA-10000241,458.5,272.62,185.88,0.3813
OFF-PA-10000246,136.82,81.49,55.33,0.406
OFF-PA-10000249,196.48,110.64,85.84,0.4258
OFF-PA-10000273,742.44,387.36,355.08,0.4792
OFF-PA-10000277,89.37,93.0,-3.63,-0.1707
OFF-PA-10000289,111.46,60.65,50.8,0.4367
OFF-PA-10000295,85.54,50.54,34.99,0.3933
OFF-PA-10000300,301.01,195.47,105.54,0.3637
OFF-PA-10000301,138.51,169.29,-30.78,-0.3333
OFF-PA-10000302,508.87,370.44,138.43,0.2261
OFF-PA-10000304,121.82,74.13,47.69,0.415
OFF-PA-10000308,16.9,11.62,5.28,0.3125
OFF-PA-10000312,182.72,123.34,59.38,0.325
OFF-PA-10000317,255.5,131.7,123.8,0.4722
OFF-PA-10000318,456.47,375.32,81.15,0.1583
OFF-PA-10000320,87.36,59.58,27.78,0.2776
OFF-PA-10000327,113.85,65.91,47.94,0.3813
OFF-PA-10000344,700.34,422.4,277.94,0.3481
OFF-PA-10000349,118.52,65.98,52.54,0.4406
OFF-PA-10000350,51.36,27.22,24.14,0.47
OFF-PA-10000354,14.8,33.32,-18.52,-1.2514
OFF-PA-10000357,2269.26,1269.35,999.91,0.4192
OFF-PA-10000362,210.39,177.0,33.39,0.1324
OFF-PA-10000373,294.66,191.7,102.96,0.3494
OFF-PA-10000380,281.89,154.29,127.6,0.4531
OFF-PA-10000382,468.62,294.72,173.9,0.363
OFF-PA-10000383,459.89,592.8,-132.91,-0.2487
OFF-PA-10000393,212.04,191.16,20.88,0.0985
OFF-PA-10000418,1782.45,1035.92,746.53,0.4367
OFF-PA-10000420,42.02,68.34,-26.32,-0.6262
OFF-PA-10000423,227.04,215.76,11.28,0.0497
OFF-PA-10000450,1028.08,641.28,386.8,0.3273
OFF-PA-10000453,1407.49,958.5,448.99,0.2693
OFF-PA-10000466,76.84,40.44,36.4,0.4583
OFF-PA-10000474,1105.73,638.63,467.1,0.4148
OFF-PA-10000476,31.86,28.2,3.66,0.1149
OFF-PA-10000477,172.78,96.59,76.18,0.4368
OFF-PA-10000482,1016.79,563.03,453.76,0.4479
OFF-PA-10000483,415.13,255.58,159.55,0.3812
OFF-PA-10000501,231.86,137.5,94.36,0.405
OFF-PA-10000520,110.16,64.02,46.14,0.428
OFF-PA-10000522,331.8,258.87,72.93,0.069
OFF-PA-10000527,35.89,35.94,-0.05,-0.0013
OFF-PA-10000528,70.75,40.66,30.1,0.4156
OFF-PA-10000533,83.71,52.97,30.74,0.37
OFF-PA-10000540,478.72,396.96,81.76,0.1554
OFF-PA-10000551,54.91,29.06,25.85,0.4475
OFF-PA-10000552,84.24,50.54,33.7,0.402
OFF-PA-10000556,54.43,30.33,24.11,0.415
OFF-PA-10000562,748.07,658.8,89.27,0.0987
OFF-PA-10000565,279.9,142.75,137.15,0.49
OFF-PA-10000575,218.09,122.83,95.27,0.4407
OFF-PA-10000579,1039.5,682.8,356.7,0.3291
OFF-PA-10000587,106.29,56.78,49.5,0.4475
OFF-PA-10000588,63.07,99.9,-36.83,-0.5839
OFF-PA-10000591,1228.4,1199.52,28.88,-0.0558
OFF-PA-10000595,351.74,197.34,154.4,0.4262
OFF-PA-10000601,7.18,12.24,-5.06,-0.7038
OFF-PA-10000605,49.71,26.53,23.18,0.4475
OFF-PA-10000644,38.64,78.3,-39.66,-1.0264
OFF-PA-10000655,33.6,29.58,4.02,0.1196
OFF-PA-10000659,501.39,279.55,221.84,0.4196
OFF-PA-10000673,62.61,34.07,28.54,0.415
OFF-PA-10000675,1565.82,836.2,729.62,0.4617
OFF-PA-10000677,235.04,146.96,88.08,0.3525
OFF-PA-10000682,60.11,35.37,24.74,0.3944
OFF-PA-10000694,233.14,226.8,6.34,-0.0094
OFF-PA-10000697,49.5,29.13,20.37,0.405
OFF-PA-10000705,319.49,248.16,71.33,0.2656
OFF-PA-10000721,28.21,34.8,-6.59,-0.2338
OFF-PA-10000726,160.34,95.2,65.14,0.4156
OFF-PA-10000731,234.16,214.2,19.96,-0.0558
OFF-PA-10000740,237.54,148.0,89.53,0.415
OFF-PA-10000743,130.93,69.47,61.46,0.4583
OFF-PA-10000745,182.09,160.0,22.09,0.1499
OFF-PA-10000752,334.02,197.22,136.8,0.4096
OFF-PA-10000756,256.23,133.38,122.85,0.4795
OFF-PA-10000758,67.86,67.86,0.0,0.0
OFF-PA-10000776,503.66,310.05,193.61,0.3518
OFF-PA-10000781,260.38,178.2,82.18,0.2891
OFF-PA-10000788,95.9,60.65,35.25,0.3717
OFF-PA-10000791,115.43,68.21,47.22,0.4042
OFF-PA-10000806,1097.21,571.0,526.21,0.4645
OFF-PA-10000807,70.19,38.56,31.63,0.4258
OFF-PA-10000809,60.91,37.07,23.85,0.376
OFF-PA-10000816,132.34,126.3,6.05,-0.2168
OFF-PA-10000824,35.86,45.42,-9.56,-0.2667
OFF-PA-10000827,133.2,164.16,-30.96,-0.2838
OFF-PA-10000850,389.58,406.56,-16.98,-0.0684
OFF-PA-10000859,18.31,9.95,8.36,0.4375
OFF-PA-10000863,206.04,224.4,-18.36,-0.1875
OFF-PA-10000867,299.4,239.78,59.62,0.1351
OFF-PA-10000871,235.05,228.0,7.05,0.03
OFF-PA-10000872,217.12,224.12,-7.0,-0.1122
OFF-PA-10000876,265.62,237.9,27.72,-0.021
OFF-PA-10000878,441.48,256.23,185.25,0.4196
OFF-PA-10000908,1173.47,950.4,223.06,0.1101
OFF-PA-10000915,173.07,184.56,-11.49,-0.137
OFF-PA-10000919,155.04,79.07,75.97,0.49
OFF-PA-10000924,322.81,331.8,-8.99,0.0114
OFF-PA-10000935,245.44,229.68,15.76,0.0338
OFF-PA-10000944,135.66,125.55,10.11,-0.0792
OFF-PA-10000947,148.39,146.54,1.85,-0.1502
OFF-PA-10000951,588.83,675.18,-86.35,-0.1934
OFF-PA-10000955,37.93,24.72,13.21,0.37
OFF-PA-10000960,125.28,108.92,16.36,0.1057
OFF-PA-10000961,250.2,243.0,7.2,0.0288
OFF-PA-10000976,102.59,191.64,-89.05,-0.8681
OFF-PA-10000994,3289.84,1857.08,1432.77,0.3799
OFF-PA-10001001,93.25,61.78,31.47,0.3375
OFF-PA-10001004,427.34,315.84,111.5,0.2146
OFF-PA-10001006,700.35,452.58,247.77,0.3301
OFF-PA-10001019,543.46,338.86,204.6,0.4038
OFF-PA-10001033,1434.65,815.29,619.36,0.432
OFF-PA-10001085,42.48,90.36,-47.88,-1.1271
OFF-PA-10001086,870.75,764.19,106.56,0.0835
OFF-PA-10001091,550.37,373.12,177.25,0.3183
OFF-PA-10001115,43.49,56.7,-13.21,-0.3038
OFF-PA-10001125,1102.89,698.6,404.29,0.3736
OFF-PA-10001142,203.58,156.78,46.8,0.2299
OFF-PA-10001144,865.49,490.44,375.04,0.454
OFF-PA-10001164,158.0,83.8,74.2,0.4696
OFF-PA-10001166,222.43,140.59,81.84,0.3747
OFF-PA-10001170,525.64,457.64,68.0,0.1294
OFF-PA-10001178,662.9,378.0,284.9,0.4298
OFF-PA-10001184,138.74,73.2,65.54,0.4688
OFF-PA-10001204,46.46,29.04,17.42,0.3675
